id,grid_solution,steps
lgp-test-3x2-0,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Fish`""], [""2"", ""`Peter`"", ""`Dog`""], [""3"", ""`Eric`\n - Each Person Has A Unique Type Of Pet: `Fish`"", ""`Cat`\n\n## Clues:\n1""]]}",7
lgp-test-5x6-5,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Blue`"", ""`Milk`""], [""2"", ""`Eric`"", ""`White`"", ""`Tea`""], [""3"", ""`Arnold`"", ""`Red`"", ""`Root Beer`""], [""4"", ""`Bob`"", ""`Green`"", ""`Water`""], [""5"", ""`Alice`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Yellow`\n - Each Mother Is Accompanied By Their Child: `Samantha`"", ""`Coffee`\n - Each Person Has A Favorite Color: `Blue`""]]}",16
lgp-test-6x4-29,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Carol`"", ""`Milk`""], [""2"", ""`Alice`"", ""`Water`""], [""3"", ""`Eric`"", ""`Tea`""], [""4"", ""`Bob`"", ""`Root Beer`""], [""5"", ""`Peter`"", ""`Coffee`""], [""6"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `Jan`"", ""`Boba Tea`\n\n## Clues:\n1""]]}",13
lgp-test-3x4-13,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Water`""], [""2"", ""`Arnold`"", ""`Milk`""], [""3"", ""`Peter`\n - Everyone Has Something Unique For Lunch: `Grilled Cheese`"", ""`Tea`\n\n## Clues:\n1""]]}",7
lgp-test-4x5-18,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Yellow`"", ""`Water`""], [""2"", ""`Arnold`"", ""`White`"", ""`Tea`""], [""3"", ""`Eric`"", ""`Green`"", ""`Coffee`""], [""4"", ""`Peter`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Red`\n\n## Clues:\n1"", ""`Milk`\n - Each Person Has A Unique Level Of Education: `Master`""]]}",13
lgp-test-2x2-24,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`""], [""2"", ""`Arnold`\n - The People Are Of Nationalities: `Dane`"", ""`Brit`\n\n## Clues:\n1""]]}",5
lgp-test-5x4-14,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Coffee`""], [""2"", ""`Peter`"", ""`Tea`""], [""3"", ""`Bob`"", ""`Root Beer`""], [""4"", ""`Eric`"", ""`Milk`""], [""5"", ""`Arnold`\n - The People Keep Unique Animals: `Fish`"", ""`Water`\n\n## Clues:\n1""]]}",11
lgp-test-3x2-10,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x2-24,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Cat`""], [""2"", ""`Peter`"", ""`Fish`""], [""3"", ""`Eric`"", ""`Bird`""], [""4"", ""`Alice`\n - Each Person Has A Unique Type Of Pet: `Cat`"", ""`Dog`\n\n## Clues:\n1""]]}",9
lgp-test-4x5-8,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Red`""], [""2"", ""`Arnold`"", ""`Black`""], [""3"", ""`Alice`"", ""`Brown`""], [""4"", ""`Eric`\n - People Have Unique Heights: `Tall`"", ""`Blonde`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",9
lgp-test-2x2-34,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-6x5-8,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Basketball`""], [""2"", ""`Peter`"", ""`Volleyball`""], [""3"", ""`Bob`"", ""`Soccer`""], [""4"", ""`Eric`"", ""`Tennis`""], [""5"", ""`Carol`"", ""`Baseball`""], [""6"", ""`Alice`\n - The People Keep Unique Animals: `Horse`"", ""`Swimming`\n - People Have Unique Heights: `Average`""]]}",13
lgp-test-3x6-38,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Water`""], [""2"", ""`Eric`"", ""`Tea`""], [""3"", ""`Peter`\n - Each Person Has A Unique Level Of Education: `Associate`"", ""`Milk`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",7
lgp-test-5x2-7,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x4-18,"{""header"": [""House"", ""Name"", ""Nationality"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`"", ""`Carnations`""], [""2"", ""`Peter`"", ""`Swede`"", ""`Lilies`""], [""3"", ""`Eric`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Brit`\n - Everyone Has A Favorite Smoothie: `Cherry`"", ""`Daffodils`\n - The People Are Of Nationalities: `Dane`""]]}",10
lgp-test-6x3-8,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-5x3-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x4-2,"{""header"": [""House"", ""Name"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Water`"", ""`Carnations`""], [""2"", ""`Peter`"", ""`Milk`"", ""`Lilies`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Tea`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Daffodils`\n - Everyone Has A Unique Favorite Cigar: `Pall Mall`""]]}",10
lgp-test-6x5-19,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Purple`"", ""`Baseball`""], [""2"", ""`Peter`"", ""`Green`"", ""`Basketball`""], [""3"", ""`Eric`"", ""`White`"", ""`Swimming`""], [""4"", ""`Bob`"", ""`Red`"", ""`Tennis`""], [""5"", ""`Carol`"", ""`Yellow`"", ""`Soccer`""], [""6"", ""`Arnold`\n - People Have Unique Favorite Sports: `Baseball`"", ""`Blue`\n - People Have Unique Hair Colors: `Red`"", ""`Volleyball`\n - Each Person Has A Favorite Color: `Purple`""]]}",19
lgp-test-6x5-24,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Tennis`""], [""2"", ""`Arnold`"", ""`Baseball`""], [""3"", ""`Peter`"", ""`Soccer`""], [""4"", ""`Bob`"", ""`Volleyball`""], [""5"", ""`Alice`"", ""`Swimming`""], [""6"", ""`Carol`\n - People Have Unique Favorite Music Genres: `Jazz`"", ""`Basketball`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",13
lgp-test-5x2-6,,2
lgp-test-6x5-39,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Blonde`"", ""`Water`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Milk`""], [""3"", ""`Peter`"", ""`Gray`"", ""`Boba Tea`""], [""4"", ""`Alice`"", ""`Black`"", ""`Coffee`""], [""5"", ""`Carol`"", ""`Auburn`"", ""`Tea`""], [""6"", ""`Bob`\n - People Have Unique Favorite Book Genres: `Mystery`"", ""`Brown`\n - Each Person Has A Unique Birthday Month: `May`"", ""`Root Beer`\n - People Have Unique Hair Colors: `Blonde`""]]}",19
lgp-test-6x5-14,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Auburn`"", ""`Boba Tea`""], [""2"", ""`Bob`"", ""`Gray`"", ""`Root Beer`""], [""3"", ""`Carol`"", ""`Blonde`"", ""`Water`""], [""4"", ""`Arnold`"", ""`Black`"", ""`Tea`""], [""5"", ""`Peter`"", ""`Red`"", ""`Coffee`""], [""6"", ""`Alice`\n - Everyone Has A Unique Favorite Cigar: `Blends`"", ""`Brown`\n - Each Person Has A Unique Favorite Drink: `Boba Tea`"", ""`Milk`\n - Each Person Has An Occupation: `Artist`""]]}",19
lgp-test-5x5-11,,1
lgp-test-3x4-7,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Peter`"", ""`Dane`""], [""2"", ""`Arnold`"", ""`Brit`""], [""3"", ""`Eric`\n - Each Mother Is Accompanied By Their Child: `Bella`"", ""`Swede`\n - Each Person Has A Unique Birthday Month: `April`""]]}",7
lgp-test-4x5-7,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Roses`""], [""2"", ""`Peter`"", ""`Daffodils`""], [""3"", ""`Alice`"", ""`Lilies`""], [""4"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `Sept`"", ""`Carnations`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`""]]}",9
lgp-test-6x2-7,,0
lgp-test-3x2-29,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x2-36,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`""], [""2"", ""`Peter`"", ""`Swede`""], [""3"", ""`Eric`"", ""`Brit`""], [""4"", ""`Alice`\n - The People Are Of Nationalities: `Dane`"", ""`Norwegian`\n\n## Clues:\n1""]]}",9
lgp-test-2x2-28,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-3x6-14,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`"", ""`Blonde`""], [""2"", ""`Arnold`"", ""`Swede`"", ""`Black`""], [""3"", ""`Peter`\n - People Own Unique Car Models: `Ford F150`"", ""`Brit`\n - People Have Unique Hair Colors: `Blonde`"", ""`Brown`\n - Each Person Lives In A Unique Style Of House: `Colonial`""]]}",10
lgp-test-6x2-19,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x4-36,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Water`""], [""2"", ""`Eric`"", ""`Milk`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Level Of Education: `Bachelor`"", ""`Tea`\n\n## Clues:\n1""]]}",7
lgp-test-4x6-0,"{""header"": [""House"", ""Name"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Alice`"", ""`Tennis`"", ""`Carnations`""], [""2"", ""`Arnold`"", ""`Soccer`"", ""`Daffodils`""], [""3"", ""`Eric`"", ""`Swimming`"", ""`Lilies`""], [""4"", ""`Peter`\n - Each Person Has A Unique Level Of Education: `Master`"", ""`Basketball`\n - Each Person Has An Occupation: `Teacher`"", ""`Roses`\n - People Have Unique Heights: `Very Short`""]]}",13
lgp-test-3x3-1,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Tennis`""], [""2"", ""`Peter`"", ""`Basketball`""], [""3"", ""`Eric`\n - People Have Unique Favorite Sports: `Tennis`"", ""`Soccer`\n - People Have Unique Favorite Music Genres: `Classical`""]]}",7
lgp-test-2x5-29,"{""header"": [""House"", ""Name"", ""Nationality"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Brit`"", ""`Basketball`"", ""`Carnations`""], [""2"", ""`Arnold`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Dane`\n - Everyone Has A Favorite Smoothie: `Desert`"", ""`Soccer`\n\n## Clues:\n1"", ""`Daffodils`\n - The People Are Of Nationalities: `Brit`""]]}",9
lgp-test-4x4-36,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Black`"", ""`Coffee`""], [""2"", ""`Peter`"", ""`Red`"", ""`Water`""], [""3"", ""`Alice`"", ""`Blonde`"", ""`Tea`""], [""4"", ""`Eric`\n - People Have Unique Hair Colors: `Black`"", ""`Brown`\n - Each Person Has An Occupation: `Engineer`"", ""`Milk`\n\n## Clues:\n1""]]}",13
lgp-test-4x2-17,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-5x3-20,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Red`"", ""`Daffodils`""], [""2"", ""`Alice`"", ""`Brown`"", ""`Carnations`""], [""3"", ""`Eric`"", ""`Black`"", ""`Tulips`""], [""4"", ""`Arnold`"", ""`Blonde`"", ""`Roses`""], [""5"", ""`Peter`\n - People Have Unique Hair Colors: `Red`"", ""`Gray`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Lilies`\n\n## Clues:\n1""]]}",16
lgp-test-2x6-38,"{""header"": [""House"", ""Name"", ""Color"", ""Pet"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Brown`"", ""`Cat`"", ""`Carnations`""], [""2"", ""`Arnold`\n - Each Person Has A Unique Type Of Pet: `Cat`"", ""`Black`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Dog`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Daffodils`\n - Each Person Has A Unique Hobby: `Photography`""]]}",9
lgp-test-4x6-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-3x5-5,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Brown`""], [""2"", ""`Peter`"", ""`Black`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `Sept`"", ""`Blonde`\n - The Mothers' Names In Different Houses Are Unique: `Aniya`""]]}",7
lgp-test-6x2-23,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-5x4-22,,1
lgp-test-6x5-29,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Carol`"", ""`Gray`"", ""`Coffee`""], [""2"", ""`Peter`"", ""`Auburn`"", ""`Water`""], [""3"", ""`Arnold`"", ""`Red`"", ""`Root Beer`""], [""4"", ""`Bob`"", ""`Brown`"", ""`Tea`""], [""5"", ""`Eric`"", ""`Black`"", ""`Milk`""], [""6"", ""`Alice`\n - People Use Unique Phone Models: `Iphone 13`"", ""`Blonde`\n - Each Person Has A Unique Favorite Drink: `Coffee`"", ""`Boba Tea`\n - People Have Unique Favorite Music Genres: `Classical`""]]}",19
lgp-test-4x4-35,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Red`"", ""`Coffee`""], [""2"", ""`Peter`"", ""`Black`"", ""`Tea`""], [""3"", ""`Eric`"", ""`Blonde`"", ""`Milk`""], [""4"", ""`Arnold`\n - Each Person Has A Unique Favorite Drink: `Coffee`"", ""`Brown`\n\n## Clues:\n1"", ""`Water`\n - People Have Unique Favorite Book Genres: `Fantasy`""]]}",13
lgp-test-6x3-24,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Bob`"", ""`German`""], [""2"", ""`Peter`"", ""`Swede`""], [""3"", ""`Eric`"", ""`Brit`""], [""4"", ""`Alice`"", ""`Chinese`""], [""5"", ""`Carol`"", ""`Dane`""], [""6"", ""`Arnold`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`"", ""`Norwegian`\n\n## Clues:\n1""]]}",13
lgp-test-6x2-36,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x3-37,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x5-39,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Peter`"", ""`Brit`"", ""`Yellow`"", ""`Daffodils`""], [""2"", ""`Eric`"", ""`Swede`"", ""`White`"", ""`Lilies`""], [""3"", ""`Arnold`\n - The People Keep Unique Animals: `Cat`"", ""`Dane`\n - They All Have A Unique Favorite Flower: `Daffodils`"", ""`Red`\n - The People Are Of Nationalities: `Brit`"", ""`Carnations`\n\n## Clues:\n1""]]}",13
lgp-test-4x6-34,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Red`"", ""`Lilies`""], [""2"", ""`Peter`"", ""`White`"", ""`Daffodils`""], [""3"", ""`Alice`"", ""`Yellow`"", ""`Carnations`""], [""4"", ""`Arnold`\n - Each Person Has A Favorite Color: `Red`"", ""`Green`\n - Each Person Has A Unique Birthday Month: `Feb`"", ""`Roses`\n\n## Clues:\n1""]]}",13
lgp-test-5x6-28,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Soccer`""], [""2"", ""`Eric`"", ""`Baseball`""], [""3"", ""`Peter`"", ""`Swimming`""], [""4"", ""`Bob`"", ""`Tennis`""], [""5"", ""`Arnold`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Basketball`\n - Each Person Lives In A Unique Style Of House: `Modern`""]]}",11
lgp-test-2x6-28,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Dane`"", ""`Dog`""], [""2"", ""`Eric`\n - Each Person Lives In A Unique Style Of House: `Colonial`"", ""`Brit`\n - Each Person Prefers A Unique Type Of Vacation: `Beach`"", ""`Cat`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",7
lgp-test-2x3-26,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Tea`""], [""2"", ""`Arnold`\n - Each Person Has A Unique Level Of Education: `High School`"", ""`Water`\n\n## Clues:\n1""]]}",5
lgp-test-3x5-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x6-39,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color""], ""rows"": [[""1"", ""`Bob`"", ""`German`"", ""`Blue`""], [""2"", ""`Arnold`"", ""`Norwegian`"", ""`Red`""], [""3"", ""`Alice`"", ""`Swede`"", ""`Yellow`""], [""4"", ""`Peter`"", ""`Dane`"", ""`Green`""], [""5"", ""`Eric`\n - People Use Unique Phone Models: `Oneplus 9`"", ""`Brit`\n - Everyone Has Something Unique For Lunch: `Spaghetti`"", ""`White`\n - The Mothers' Names In Different Houses Are Unique: `Janelle`""]]}",16
lgp-test-6x4-22,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Swimming`""], [""2"", ""`Arnold`"", ""`Soccer`""], [""3"", ""`Peter`"", ""`Tennis`""], [""4"", ""`Carol`"", ""`Basketball`""], [""5"", ""`Bob`"", ""`Volleyball`""], [""6"", ""`Eric`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Baseball`\n\n## Clues:\n1""]]}",13
lgp-test-6x5-0,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Purple`""], [""2"", ""`Alice`"", ""`Blue`""], [""3"", ""`Arnold`"", ""`White`""], [""4"", ""`Carol`"", ""`Red`""], [""5"", ""`Peter`"", ""`Green`""], [""6"", ""`Bob`\n - Each Person Has A Unique Level Of Education: `High School`"", ""`Yellow`\n - Each Person Prefers A Unique Type Of Vacation: `Cultural`""]]}",13
lgp-test-6x5-22,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Hamster`""], [""2"", ""`Arnold`"", ""`Dog`""], [""3"", ""`Eric`"", ""`Cat`""], [""4"", ""`Carol`"", ""`Rabbit`""], [""5"", ""`Alice`"", ""`Fish`""], [""6"", ""`Bob`\n - People Have Unique Favorite Music Genres: `Country`"", ""`Bird`\n\n## Clues:\n1""]]}",13
lgp-test-3x5-10,"{""header"": [""House"", ""Name"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Basketball`"", ""`Lilies`""], [""2"", ""`Peter`"", ""`Tennis`"", ""`Daffodils`""], [""3"", ""`Eric`\n - People Have Unique Favorite Sports: `Basketball`"", ""`Soccer`\n - People Have Unique Favorite Book Genres: `Romance`"", ""`Carnations`\n\n## Clues:\n1""]]}",10
lgp-test-5x5-7,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Alice`"", ""`Lilies`""], [""2"", ""`Eric`"", ""`Roses`""], [""3"", ""`Arnold`"", ""`Carnations`""], [""4"", ""`Bob`"", ""`Tulips`""], [""5"", ""`Peter`\n - They All Have A Unique Favorite Flower: `Lilies`"", ""`Daffodils`\n - Each Person Has A Unique Birthday Month: `Sept`""]]}",11
lgp-test-3x6-36,"{""header"": [""House"", ""Name"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Peter`"", ""`Tennis`"", ""`Carnations`""], [""2"", ""`Eric`"", ""`Soccer`"", ""`Daffodils`""], [""3"", ""`Arnold`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Basketball`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Lilies`\n - Everyone Has A Favorite Smoothie: `Desert`""]]}",10
lgp-test-4x3-23,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Alice`"", ""`Fish`""], [""2"", ""`Arnold`"", ""`Cat`""], [""3"", ""`Eric`"", ""`Dog`""], [""4"", ""`Peter`\n - Each Person Has A Unique Type Of Pet: `Fish`"", ""`Bird`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`""]]}",9
lgp-test-3x6-33,"{""header"": [""House"", ""Name"", ""Color"", ""Pet"", ""Sport"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Black`"", ""`Fish`"", ""`Soccer`"", ""`Carnations`""], [""2"", ""`Eric`"", ""`Brown`"", ""`Dog`"", ""`Basketball`"", ""`Lilies`""], [""3"", ""`Peter`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Blonde`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Cat`\n\n## Clues:\n1"", ""`Tennis`\n - Each Person Lives In A Unique Style Of House: `Colonial`"", ""`Daffodils`\n - People Have Unique Hair Colors: `Black`""]]}",16
lgp-test-3x4-31,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Brit`""], [""2"", ""`Peter`"", ""`Dane`""], [""3"", ""`Eric`\n - People Have Unique Favorite Book Genres: `Romance`"", ""`Swede`\n\n## Clues:\n1""]]}",7
lgp-test-5x4-0,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`German`"", ""`Blonde`"", ""`Swimming`""], [""2"", ""`Arnold`"", ""`Norwegian`"", ""`Brown`"", ""`Soccer`""], [""3"", ""`Alice`"", ""`Brit`"", ""`Red`"", ""`Baseball`""], [""4"", ""`Peter`"", ""`Dane`"", ""`Black`"", ""`Basketball`""], [""5"", ""`Bob`\n - The People Are Of Nationalities: `German`"", ""`Swede`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Gray`\n\n## Clues:\n1"", ""`Tennis`\n - People Have Unique Hair Colors: `Blonde`""]]}",21
lgp-test-5x5-24,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-6x5-1,"{""header"": [""House"", ""Name"", ""Drink"", ""Flower""], ""rows"": [[""1"", ""`Bob`"", ""`Coffee`"", ""`Tulips`""], [""2"", ""`Peter`"", ""`Milk`"", ""`Lilies`""], [""3"", ""`Carol`"", ""`Water`"", ""`Daffodils`""], [""4"", ""`Eric`"", ""`Root Beer`"", ""`Iris`""], [""5"", ""`Alice`"", ""`Tea`"", ""`Roses`""], [""6"", ""`Arnold`\n - Each Person Has A Unique Favorite Drink: `Coffee`"", ""`Boba Tea`\n - They All Have A Unique Favorite Flower: `Tulips`"", ""`Carnations`\n - Each Person Has An Occupation: `Doctor`""]]}",19
lgp-test-4x3-21,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-4x5-2,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Peter`"", ""`Red`""], [""2"", ""`Alice`"", ""`White`""], [""3"", ""`Eric`"", ""`Yellow`""], [""4"", ""`Arnold`\n - The People Keep Unique Animals: `Horse`"", ""`Green`\n - Each Person Lives In A Unique Style Of House: `Colonial`""]]}",9
